sample_number,start_x,start_y,start_yaw,final_x,final_y,final_yaw
1,-2.695494174783637,-3.0335579689837311,3.2870439609040898,2.1032778588353356,-1.7909211166573291,0.30351385159056515
2,2.7203474168247048,-0.97502419764915693,2.2243473748217744,3.960933640398915,0.39127368507256755,0.91150524039620107
3,-1.9482720255484978,-3.1000893384706019,5.9727155661011828,1.9136344450729679,2.336336622944124,2.437199135492703
4,3.0590895414827415,-0.96055716720355555,2.3543308574430655,-4.0279783994678118,-3.6097587379345031,1.2386218792006001
5,-1.2792109906047977,0.36470880199801581,5.3376409736040982,-1.540633370472638,-3.1578365455476254,1.1719096351371063
6,-2.7213729506945628,-4.4594848289676197,3.2178433938565001,-4.2663996540884019,4.3468301362249253,3.5473860143401414
7,-0.72395363921302991,-1.8374294072365647,5.5951968253395554,-1.8373705178977087,-2.9951097134215079,3.6834670377813135
8,-4.2842424511412709,-2.806688030757182,4.6795446399779133,-2.6735982881045572,-2.9036657231761742,3.4107454694799757
9,-3.8199721144374954,0.37357682037755069,2.05274768873175,-0.09170286998121302,0.10243899886019214,0.51728053892491122
10,0.70718197214289624,-4.5318950711688082,0.66014746934216362,-3.3663399750369773,-0.085133536765243711,6.202548822805567
