sample_number,start_x,start_y,start_yaw,final_x,final_y,final_yaw
1,-3.4024225043998557,2.250409673272026,5.501769755672222,2.0084693598798893,2.8669535712666274,0.29800674437096564
2,0.25110305195036631,-0.80133607510830096,4.8317259772064007,-2.0686587247600929,-3.3199143240134834,2.3957462294197764
3,4.2112014776279185,1.8350326057017776,2.7854536490690198,3.4731545299819206,4.6093738715852446,1.2528362405775282
4,2.2054528119228403,4.4765771180404315,2.7723434185499003,-3.8358958306557058,3.1925477254470209,2.697009954230051
5,-3.8567235626369945,-0.1815472340897184,3.2560103735461685,-2.6940821965076767,-3.6685000634669942,5.1158338357802267
6,0.039616368077241226,0.31394179425021385,3.0697332845817784,4.3920129231968232,3.8626532494629267,2.764574302910126
7,-0.65578398588635789,2.8888842021150438,5.2852640237577635,0.43083708659072961,2.3750988789429304,1.596664088323184
8,-3.2251911555339943,-3.4343542823830067,1.1386038170242589,-1.0597772093177849,0.25834922846733654,4.0146197035986937
9,1.1396762221663517,1.3140093216936677,4.8803081160140351,4.0682221123564517,-4.4245611015994548,5.582557336901556
10,0.83221956011406117,1.9514913194151786,1.7842370180047771,0.12023293900283782,1.218208771680759,0.20671510050591571
11,1.1835528006494869,3.6964570798829151,3.0641183504703546,1.2743520812390319,-3.4239847127489553,4.9737927639515762
12,-1.9789329477139859,-3.8126520746785717,3.7595220698027032,2.3606925892465549,-4.513022874983279,3.6893075020025816
13,3.4730177964793665,-1.8782820287902746,0.42667094112987641,-4.2637124409993419,-2.2747176482887532,3.7829312433173525
14,4.5502908548023484,-4.369313219170083,1.0277817056045273,-1.5588781453743028,-1.1315552933651993,5.9625043852509449
15,-3.8178408422804564,-1.2823899435343069,0.99987836690746412,3.6492576888549415,-0.25584348386041178,2.4611779123478805
16,0.53679595938794211,1.0333912536707732,5.0366419311078925,-0.58808398507128778,1.2663988930592502,5.7107814950648121
17,-2.4446982355233207,3.7573851826993909,3.3273966438340947,-0.70911870837142654,-0.53840793563814593,4.3908781345954599
18,-3.9269627356453061,4.099471184835572,3.2634536767267703,-2.8428019230227344,-4.2272940991619459,1.3154492280980379
19,2.9643509856012411,-1.8002438365454432,3.8903081607392989,-3.4988159764628799,-2.7679695946035832,2.2268349942860737
20,-4.5163099819915073,-1.578786113232665,6.0735759275134056,1.8951609143865387,3.3989975601382785,1.233189737857612
